"name","synonym"
"Água Viva","Água Viva"
"American Nightmare","American Nightmare"
"Necrophiliac","Necrophiliac"
"Dark Eyes","Dark Eyes"
"Stumped","Stumped"
"Forró do Xenhenhem","Forró do Xenhenhem"
"Lluvia Cae","Lluvia Cae"
"Free To Decide","Free To Decide"
"Cities Of The Future","Cities Of The Future"
"Cabocla Tereza","Cabocla Tereza"
"Mistake","Mistake"
"La Cienega Just Smiled","La Cienega Just Smiled"
"Susana","Susana"
"Rapaz Comum","Rapaz Comum"
"Line 'Em Up","Line 'Em Up"
"Yume Yume","Yume Yume"
"Bravo Amor Bravo","Bravo Amor Bravo"
"Summer's Rain","Summer's Rain"
"Hangar 18","Hangar 18"
"Festa","Festa"
"Mama","Mama"
"Trouble Nobody","Trouble Nobody"
"Spaccacuore","Spaccacuore"
"Over","Over"
"Brain of J.","Brain of J."
"Wind It Up","Wind It Up"
"Leave It Behind","Leave It Behind"
"A Chi Mi Dice","A Chi Mi Dice"
"Sing Like Me","Sing Like Me"
"Sopa","Sopa"
"It's Good To Be Here","It's Good To Be Here"
"Babyface","Babyface"
"Love For Sale","Love For Sale"
"I'm In Love Again","I'm In Love Again"
"The Beast In Me","The Beast In Me"
"Breaking Into Heaven","Breaking Into Heaven"
"Wild One","Wild One"
"Suffer The Children","Suffer The Children"
"My Paradise","My Paradise"
"Hey Jack Kerouac","Hey Jack Kerouac"
"Dusty","Dusty"
"Heartwork","Heartwork"
"Take Me Away","Take Me Away"
"You Don't Know What Love Is","You Don't Know What Love Is"
"Never Too Far","Never Too Far"
"Sonhos de Menino","Sonhos de Menino"
"The Predator","The Predator"
"Be Aggressive","Be Aggressive"
"Nightclubbing","Nightclubbing"
"Cold Feelings","Cold Feelings"
"Caffeine","Caffeine"
"In Hiding","In Hiding"
"Friction","Friction"
"Cross Bones Style","Cross Bones Style"
"This Love","This Love"
"Dirty Black Summer","Dirty Black Summer"
"Light Another","Light Another"
"Wash Away Those Years","Wash Away Those Years"
"Roll It Up, Light It Up, Smoke It Up","Roll It Up, Light It Up, Smoke It Up"
"Send Me Your Money","Send Me Your Money"
"Emmylou","Emmylou"
"Waste","Waste"
"Bebendo Vinho","Bebendo Vinho"
"Somewhere In Between","Somewhere In Between"
"Hanky Panky","Hanky Panky"
"Flat Earth Society","Flat Earth Society"
"Levitate Me","Levitate Me"
"Katarungan","Katarungan"
"If You Go Away","If You Go Away"
"Sailing","Sailing"
"Someone","Someone"
"Sapo Jururu","Sapo Jururu"
"Let Me Sing, Let Me Sing","Let Me Sing, Let Me Sing"
"Tão Bem","Tão Bem"
"Quiero","Quiero"
"User Friendly","User Friendly"
"Si Te Perdiera","Si Te Perdiera"
"Love","Love"
"Elektrobank","Elektrobank"
"Ass Itch","Ass Itch"
"Cryptorchid","Cryptorchid"
"Breed Apart","Breed Apart"
"Mister Superstar","Mister Superstar"
"Straighthate","Straighthate"
"Minute Of Decay","Minute Of Decay"
"Dope Hat","Dope Hat"
"Big Man With A Gun","Big Man With A Gun"
"Ese Amor","Ese Amor"
"Leopard-Skin Pill-Box Hat","Leopard-Skin Pill-Box Hat"
"Pretending","Pretending"
"Surprise! You're Dead!","Surprise! You're Dead!"
"The Only Time","The Only Time"
"Kagerou","Kagerou"
"The Longest Line","The Longest Line"
"Bootzilla","Bootzilla"
"Casa","Casa"
"Funny Bunny","Funny Bunny"
"Kaimu","Kaimu"
"No Sound But The Wind","No Sound But The Wind"
"Recharge","Recharge"
"One Love","One Love"
"Halloween","Halloween"
"Mojo Boogie","Mojo Boogie"
"Hawaiian Wedding Song","Hawaiian Wedding Song"
"Whoops Now","Whoops Now"
"I Never Came","I Never Came"
"Tangled Up In Plaid","Tangled Up In Plaid"
"Calling On You","Calling On You"
"One Last Goodbye","One Last Goodbye"
"Paralyzed","Paralyzed"
"So Cold In Ireland","So Cold In Ireland"
"Hey God","Hey God"
"Pushin' Forward Back","Pushin' Forward Back"
"Te Quiero Dar","Te Quiero Dar"
"Tu Misericordia","Tu Misericordia"
"Black Diamond Bay","Black Diamond Bay"
"How Could You","How Could You"
"California Über Alles","California Über Alles"
"Every Time You Go Away","Every Time You Go Away"
"Uma Canção é Pra Isso","Uma Canção é Pra Isso"
"A Arte do Insulto","A Arte do Insulto"
"Three Imaginary Boys","Three Imaginary Boys"
"Estamos Todos Bêbados","Estamos Todos Bêbados"
"Foi Por Você","Foi Por Você"
"Me Inside","Me Inside"
"A Grande Família","A Grande Família"
"Close My Eyes","Close My Eyes"
"Tattoo'd Lady","Tattoo'd Lady"
"Leaving Las Vegas","Leaving Las Vegas"
"Promise Me","Promise Me"
"É Diferente","É Diferente"
"Wagon Wheel","Wagon Wheel"
"Every Little Thing You Do","Every Little Thing You Do"
"Expresso 2222","Expresso 2222"
"Goodnight Ladies","Goodnight Ladies"
"Salvation","Salvation"
"It'll Take A Long Time","It'll Take A Long Time"
"Eu Nunca Disse Adeus","Eu Nunca Disse Adeus"
"I Don't Mean It","I Don't Mean It"
"Highway Patrolman","Highway Patrolman"
"The Heat","The Heat"
"Aquela História","Aquela História"
"Promessas","Promessas"
"Se Entrega","Se Entrega"
"Amar Você","Amar Você"
"Carousel","Carousel"
"That's Good","That's Good"
"Countess Bathory","Countess Bathory"
"Mississippi Kid","Mississippi Kid"
"Outside","Outside"
"Every Mother's Son","Every Mother's Son"
"Incondicionalmente","Incondicionalmente"
"There's No Me Without You","There's No Me Without You"
"Your Secret Love","Your Secret Love"
"Coração Deserto","Coração Deserto"
"Condicional","Condicional"
"Graduation Day","Graduation Day"
"Leve Com Você","Leve Com Você"
"Música Urbana","Música Urbana"
"School Boy Crush","School Boy Crush"
"Long Ago","Long Ago"
"Nascente","Nascente"
"Looking In","Looking In"
"Sorry Marin","Sorry Marin"
"Alucinação","Alucinação"
"Anacrônico","Anacrônico"
"Deus de Israel","Deus de Israel"
"A Light In The Black","A Light In The Black"
"Who Are You?","Who Are You?"
"Caroline Says II","Caroline Says II"
"Bedtime","Bedtime"
"Walkaways","Walkaways"
"Clampdown","Clampdown"
"Recovering The Satellites","Recovering The Satellites"
"Saturn","Saturn"
"Gypsy","Gypsy"
"Take Me","Take Me"
"Congênito","Congênito"
"Me Dá Meu Coração","Me Dá Meu Coração"
"Oração de São Francisco","Oração de São Francisco"
"En Sus Marcas Listos Fuera","En Sus Marcas Listos Fuera"
"X-Static","X-Static"
"Vestido Estampado","Vestido Estampado"
"Wattershed","Wattershed"
"Not Up To You","Not Up To You"
"Stay","Stay"
"San Vicente","San Vicente"
"The Prince","The Prince"
"I Really Don't Know Anymore","I Really Don't Know Anymore"
"Rag Mama Rag","Rag Mama Rag"
"Death or Glory","Death or Glory"
"Jimmy Jazz","Jimmy Jazz"
"Dança do Canguru","Dança do Canguru"
"Sou Teu Anjo","Sou Teu Anjo"
"Love Is Strange","Love Is Strange"
"Remédios Demais","Remédios Demais"
"Hateful","Hateful"
"Some Weird Sin","Some Weird Sin"
"Dream","Dream"
"Grinding Halt","Grinding Halt"
"Expressão do Teu Olhar","Expressão do Teu Olhar"
"Kick It Out","Kick It Out"
"Cocain","Cocain"
"Reaching Out","Reaching Out"
"Atlantic Avenue","Atlantic Avenue"
"Rock and Roll Lullaby","Rock and Roll Lullaby"
"Preciosidade","Preciosidade"
"Recomeçar","Recomeçar"
"Envuelvete","Envuelvete"
"Half Moon","Half Moon"
"Indian Sunset","Indian Sunset"
"Shaman's Blues","Shaman's Blues"
"To Be Alone with You","To Be Alone with You"
"Like Eating Glass","Like Eating Glass"
"Dia Perfeito","Dia Perfeito"
"Alto Preço","Alto Preço"
"Alan's Psychedelic Breakfast","Alan's Psychedelic Breakfast"
"Acid Rain","Acid Rain"
"Tightrope","Tightrope"
"My Wife","My Wife"
"Trust Me","Trust Me"
"You Don't Have to Say You Love Me","You Don't Have to Say You Love Me"
"Harper Valley PTA","Harper Valley PTA"
"I Thank You","I Thank You"
"Friggin' In The Riggin'","Friggin' In The Riggin'"
"Here","Here"
"All You Want","All You Want"
"In Search Of The Peace Of Mind","In Search Of The Peace Of Mind"
"I Don't Know","I Don't Know"
"Doce Solidão","Doce Solidão"
"Continuar","Continuar"
"Redenção","Redenção"
"Vermelho","Vermelho"
"Uma Música","Uma Música"
"Milonga","Milonga"
"The Gold It's in the...","The Gold It's in the..."
"Good Hearted Woman","Good Hearted Woman"
"Vanlose Stairway","Vanlose Stairway"
"Mama Weer All Crazee Now","Mama Weer All Crazee Now"
"Dangerously In Love","Dangerously In Love"
"Ghosts","Ghosts"
"Photographic","Photographic"
"Down By the Sea","Down By the Sea"
"História Real","História Real"
"Blessing","Blessing"
"Begging You","Begging You"
"Broken English","Broken English"
"Fora de Ocasião","Fora de Ocasião"
"Pra Mim Não É","Pra Mim Não É"
"Gatinha Manhosa","Gatinha Manhosa"
"Gospel","Gospel"
"I Know You, I Live You","I Know You, I Live You"
"Escape","Escape"
"Deathwish","Deathwish"
"I Dreamed I Dream","I Dreamed I Dream"
"Sinfonia Imortal","Sinfonia Imortal"
"Who Feels Love?","Who Feels Love?"
"Can't Stand The Night","Can't Stand The Night"
"Catch a Star","Catch a Star"
"My Way","My Way"
"I'm Not the One","I'm Not the One"
"Do You Right","Do You Right"
"Bears","Bears"
"Amor, Amor","Amor, Amor"
"I've Been Tired","I've Been Tired"
"Little 15","Little 15"
"Isla de Encanta","Isla de Encanta"
"Still She Cries","Still She Cries"
"Occapella","Occapella"
"Ring Ring","Ring Ring"
"I'd Love You All Over Again","I'd Love You All Over Again"
"Art School Girl","Art School Girl"
"Warm Ways","Warm Ways"
"O Surdo","O Surdo"
"Uncle Salty","Uncle Salty"
"So Blue","So Blue"
"World Where You Live","World Where You Live"
"Selva Branca","Selva Branca"
"World Of Pain","World Of Pain"
"Matilda Mother","Matilda Mother"
"Guitar Man","Guitar Man"
"Ruby Lee","Ruby Lee"
"Acontece","Acontece"
"Temporal","Temporal"
"Skin Tight","Skin Tight"
"You Belong To Me","You Belong To Me"
"The Storm Is Over Now","The Storm Is Over Now"
"Don't It Make It Better","Don't It Make It Better"
"Êxtase","Êxtase"
"Samba E Amor","Samba E Amor"
"A Ovelha Perdida","A Ovelha Perdida"
"I Wish You Were Here","I Wish You Were Here"
"I Will Remember You","I Will Remember You"
"Summer's Almost Gone","Summer's Almost Gone"
"Sometimes It's a Bitch","Sometimes It's a Bitch"
"Dirty Mind","Dirty Mind"
"Myintrotoletuknow","Myintrotoletuknow"
"Never Felt This Way","Never Felt This Way"
"Yesterday","Yesterday"
"I Wanna Marry You","I Wanna Marry You"
"May Be A Price To Pay","May Be A Price To Pay"
"Stolen Car","Stolen Car"
"Uptown","Uptown"
"7","7"
"Could've Been Me","Could've Been Me"
"Purpose","Purpose"
"Chocolate Cake","Chocolate Cake"
"Adhesive","Adhesive"
"Vanishing","Vanishing"
"Adeus Você","Adeus Você"
"Clean","Clean"
"The Stairs","The Stairs"
"Boom Boom","Boom Boom"
"Dangerous","Dangerous"
"Planeta Sonho","Planeta Sonho"
"Natural Science","Natural Science"
"Touch and Go","Touch and Go"
"Rock Brigade","Rock Brigade"
"If It's Over","If It's Over"
"Dirigindo Meu Carro","Dirigindo Meu Carro"
"Quijote","Quijote"
"She's Got Medals","She's Got Medals"
"You're No Different","You're No Different"
"Roots Woman","Roots Woman"
"Set My Baby Free","Set My Baby Free"
"Kiss The Bride","Kiss The Bride"
"Easy Money","Easy Money"
"Bob Falou","Bob Falou"
"A Love Worth Waiting For","A Love Worth Waiting For"
"If You See Kay","If You See Kay"
"Get Your Filthy Hands Off My Desert","Get Your Filthy Hands Off My Desert"
"I Stopped To Fill My Car Up","I Stopped To Fill My Car Up"
"O Meu Guri","O Meu Guri"
"Bring It On","Bring It On"
"Capim Guiné","Capim Guiné"
"Miss Gradenko","Miss Gradenko"
"Iracema","Iracema"
"Dark Horse","Dark Horse"
"Rock 'n' Roll Rebel","Rock 'n' Roll Rebel"
"Headshrinker","Headshrinker"
"Bike","Bike"
"Randy","Randy"
"Fallen Angel","Fallen Angel"
"Teachers","Teachers"
"The Hurting","The Hurting"
"Exp","Exp"
"Be My Lady","Be My Lady"
"Sweetheart Like You","Sweetheart Like You"
"So Here We Are","So Here We Are"
"This Boy","This Boy"
"Mother, Father","Mother, Father"
"Suffer The Children","Suffer The Children"
"Oh, You Crazy Moon","Oh, You Crazy Moon"
"Night Shift","Night Shift"
"7th Trigger","7th Trigger"
"You Don't Own Me","You Don't Own Me"
"Not King James Version","Not King James Version"
"Frame By Frame","Frame By Frame"
"Domingo no Parque","Domingo no Parque"
"Nothin' At All","Nothin' At All"
"Zombie Eaters","Zombie Eaters"
"Equal Rights","Equal Rights"
"Biotech Is Godzilla","Biotech Is Godzilla"
"Stay Young","Stay Young"
"Me Neither","Me Neither"
"Standing On The Corner Of The Third World","Standing On The Corner Of The Third World"
"Daytime Drama","Daytime Drama"
"Hello Brother","Hello Brother"
"Draft Morning","Draft Morning"
"Não Pare Na Pista","Não Pare Na Pista"
"Wintertime Love","Wintertime Love"
"Verbalize","Verbalize"
"Flute Loop","Flute Loop"
"The Home Fire","The Home Fire"
"Don't Walk Away","Don't Walk Away"
"Better Days","Better Days"
"No Inbetween","No Inbetween"
"Pictures Of Me","Pictures Of Me"
"Dancing Barefoot","Dancing Barefoot"
"Brother Where You Bound","Brother Where You Bound"
"Still In Love","Still In Love"
"Helpless","Helpless"
"Rattlehead","Rattlehead"
"Magic of Love","Magic of Love"
"What Comes Around","What Comes Around"
"Odio Por Amor","Odio Por Amor"
"Mass Hypnosis","Mass Hypnosis"
"Burning Inside","Burning Inside"
"Ticket Outta Loserville","Ticket Outta Loserville"
"Do It Good","Do It Good"
"Hot Rockin'","Hot Rockin'"
"Comanche","Comanche"
"Thug Muzik","Thug Muzik"
"Me Libertei","Me Libertei"
"Everybody's Talkin'","Everybody's Talkin'"
"Dois Animais Na Selva Suja Da Rua","Dois Animais Na Selva Suja Da Rua"
"Ghetto Woman","Ghetto Woman"
"Jackson Cage","Jackson Cage"
"Tudo Pro Alto","Tudo Pro Alto"
"Two Hearts","Two Hearts"
"Melissa","Melissa"
"Ni Te Tengo, Ni Te Olvido","Ni Te Tengo, Ni Te Olvido"
"Getting Off","Getting Off"
"Claire","Claire"
"South Bronx","South Bronx"
"Honey","Honey"
"New York City Serenade","New York City Serenade"
"5:15","5:15"
"When the Ship Comes In","When the Ship Comes In"
"Hey Jude","Hey Jude"
"Marasmo","Marasmo"
"Vapour Trail","Vapour Trail"
"Don't Want To Know","Don't Want To Know"
"Frisson","Frisson"
"New York Telephone Conversation","New York Telephone Conversation"
"O Bondoso Amigo","O Bondoso Amigo"
"The Lonesome Death of Hattie Carroll","The Lonesome Death of Hattie Carroll"
"Nothing Left to Lose","Nothing Left to Lose"
"Ebony Eyes","Ebony Eyes"
"A Whole Lotta Woman","A Whole Lotta Woman"
"Boy Blue","Boy Blue"
"Eldorado","Eldorado"
"Visgo de Jaca","Visgo de Jaca"
"Brasil","Brasil"
"Music And Me","Music And Me"
"Nothin' To Lose","Nothin' To Lose"
"Trust","Trust"
"One More Red Nightmare","One More Red Nightmare"
"Apostle's Warning","Apostle's Warning"
"Bem-Me-Quer","Bem-Me-Quer"
"Forever","Forever"
"Vapors","Vapors"
"Fade Away","Fade Away"
"Married With Children","Married With Children"
"Immortelle","Immortelle"
"Les Boys","Les Boys"
"Papa Don't Take No Mess","Papa Don't Take No Mess"
"Vou Botar Teu Nome Na Macumba","Vou Botar Teu Nome Na Macumba"
"Petite Soeur","Petite Soeur"
"The Way It Is","The Way It Is"
"Entre Nous","Entre Nous"
"I'm Free Now","I'm Free Now"
"Simbolo da Paz","Simbolo da Paz"
"All Wrong","All Wrong"
"Brown Eyed Handsome Man","Brown Eyed Handsome Man"
"Take Me Back","Take Me Back"
"So Far Away","So Far Away"
"Oh, George","Oh, George"
"Revolution","Revolution"
"Esta Es La Esquina","Esta Es La Esquina"
"Medusa","Medusa"
"Summertime In England","Summertime In England"
"Pale Blue Eyes","Pale Blue Eyes"
"The World Is Stone","The World Is Stone"
"I'm Ready","I'm Ready"
"Me And Baby Brother","Me And Baby Brother"
"I'm The Greatest","I'm The Greatest"
"I Venti Del Cuore","I Venti Del Cuore"
"Tormentor","Tormentor"
"In Dust We Trust","In Dust We Trust"
"Mr. Rogers","Mr. Rogers"
"I Want To Disappear","I Want To Disappear"
"Posthuman","Posthuman"
"Raze It Up","Raze It Up"
"The Mark Has Been Made","The Mark Has Been Made"
"The Way","The Way"
"Sino Dourado","Sino Dourado"
"Minha Bênção","Minha Bênção"
"Mama","Mama"
"Spray Paint","Spray Paint"
"If Things Were Perfect","If Things Were Perfect"
"Road To Rouen","Road To Rouen"
"Doll-Dagga Buzz-Buzz Ziggety-Zag","Doll-Dagga Buzz-Buzz Ziggety-Zag"
"I Climb","I Climb"
"Athena","Athena"
"Tudo Vira Bosta","Tudo Vira Bosta"
"Maneiras","Maneiras"
"Bugman","Bugman"
"Trimm Trabb","Trimm Trabb"
"Best Foot Forward","Best Foot Forward"
"Passe de Mágica","Passe de Mágica"
"O Silêncio das Estrelas","O Silêncio das Estrelas"
"Come Anytime","Come Anytime"
"Loud Love","Loud Love"
"I'm The Only Woman","I'm The Only Woman"
"Tatuagem","Tatuagem"
"Michael Caine","Michael Caine"
"Nothing","Nothing"
"Sixteen Tons","Sixteen Tons"
"Where You Are","Where You Are"
"John Wayne","John Wayne"
"Death Dies Hard","Death Dies Hard"
"Flying Away","Flying Away"
"Naticongo","Naticongo"
"Alright","Alright"
"Waterfall","Waterfall"
"Ty Cobb","Ty Cobb"
"In My Tree","In My Tree"
"Faded","Faded"
"I Can't Sleep Baby (If I)","I Can't Sleep Baby (If I)"
"Now We're Getting Somewhere","Now We're Getting Somewhere"
"Lightning Strikes","Lightning Strikes"
"If I Were You","If I Were You"
"Flamingoes Fly","Flamingoes Fly"
"Caminhos do Destino","Caminhos do Destino"
"Bem-Vindo Ao Clube","Bem-Vindo Ao Clube"
"Melhor Amiga da Minha Namorada","Melhor Amiga da Minha Namorada"
"Fricote","Fricote"
"In Spite of Ourselves","In Spite of Ourselves"
"Wishing Well","Wishing Well"
"Preaching The End Of The World","Preaching The End Of The World"
"He-Man","He-Man"
"Tá Bom","Tá Bom"
"Cenáculo de Amor","Cenáculo de Amor"
"Bird Dream of the Olympus Mons","Bird Dream of the Olympus Mons"
"My Name Is Prince","My Name Is Prince"
"Locked Out","Locked Out"
"You Never Can Tell","You Never Can Tell"
"Private Universe","Private Universe"
"I Can't Wait","I Can't Wait"
"More Than Words","More Than Words"
"Don't Close Your Eyes","Don't Close Your Eyes"
"Hollyann","Hollyann"
"Make a Move","Make a Move"
"Stoned Raiders","Stoned Raiders"
"Cruisin'","Cruisin'"
"Beloved Wife","Beloved Wife"
"Sacred","Sacred"
"Fly Away","Fly Away"
"La Vie Dansante","La Vie Dansante"
"Get Out","Get Out"
"No More Mr. Nice Guy","No More Mr. Nice Guy"
"Eagle When She Flies","Eagle When She Flies"
"And You Don't Remember","And You Don't Remember"
"Be All, End All","Be All, End All"
"Rise and Fall","Rise and Fall"
"Mofo","Mofo"
"Hold On","Hold On"
"Heaven Tonight","Heaven Tonight"
"Green Man","Green Man"
"Sure","Sure"
"For Her Light","For Her Light"
"Pervert","Pervert"
"Paradise","Paradise"
"Violet","Violet"
"Fucked With A Knife","Fucked With A Knife"
"Paranoid","Paranoid"
"The Legacy","The Legacy"
"RV","RV"
"Tired Of Being Alive","Tired Of Being Alive"
"Blood Red","Blood Red"
"Expendable Youth","Expendable Youth"
"Heaven Is Falling","Heaven Is Falling"
"I Believe","I Believe"
"Necrolust","Necrolust"
"Shock To The System","Shock To The System"
"Drift Away","Drift Away"
"Da Bomb","Da Bomb"
"Pull My Strings","Pull My Strings"
"All That Heaven Will Allow","All That Heaven Will Allow"
"The Fallen One","The Fallen One"
"The More I See","The More I See"
"In Joy And Sorrow","In Joy And Sorrow"
"Club At The End Of The Street","Club At The End Of The Street"
"Wild Is The Wind","Wild Is The Wind"
"F-F-F-Falling","F-F-F-Falling"
"No One There","No One There"
"On A Clear Day","On A Clear Day"
"Beauty Of The Beast","Beauty Of The Beast"
"Sailing Away","Sailing Away"
"Feel Berlin","Feel Berlin"
"Free","Free"
"Helpless","Helpless"
"Around The World / Harder Better Faster Stronger","Around The World / Harder Better Faster Stronger"
"Victorious March","Victorious March"
"Breadfan","Breadfan"
"Attitude","Attitude"
"Bad Fun","Bad Fun"
"Sacrament Of Wilderness","Sacrament Of Wilderness"
"Kiss of Death","Kiss of Death"
"In The Real World","In The Real World"
"Zombie Ritual","Zombie Ritual"
"Blue Spanish Sky","Blue Spanish Sky"
"Now That I Know","Now That I Know"
"Cruelty Brought Thee Orchids","Cruelty Brought Thee Orchids"
"Demon Of The Fall","Demon Of The Fall"
"Every Little Thing She Does Is Magic","Every Little Thing She Does Is Magic"
"Sonhos E Planos","Sonhos E Planos"
"To Love Somebody","To Love Somebody"
"El Muro","El Muro"
"Fracasso","Fracasso"
"Desconstruindo Amélia","Desconstruindo Amélia"
"The Right Left Hand","The Right Left Hand"
"Minha Paz","Minha Paz"
"O Cara Errado","O Cara Errado"
"Garota Radical","Garota Radical"
"Eu Sei","Eu Sei"
"Rua Augusta","Rua Augusta"
"Amor Que Nos Faz Um","Amor Que Nos Faz Um"
"Não Há Segredo Nenhum","Não Há Segredo Nenhum"
"Direito de Te Amar","Direito de Te Amar"
"Es Por Amor","Es Por Amor"
"The Grass Is Blue","The Grass Is Blue"
"Sintiéndote Lejos","Sintiéndote Lejos"
"Vem Andar Comigo","Vem Andar Comigo"
"If Your Heart's Not In It","If Your Heart's Not In It"
"Trouble","Trouble"
"Four Walled World","Four Walled World"
"Ando Só","Ando Só"
"Coming Up Roses","Coming Up Roses"
"Fruit Tree","Fruit Tree"
"A Medio Camino","A Medio Camino"
"Tu Fidelidad","Tu Fidelidad"
"Weekend","Weekend"
"One More Night","One More Night"
"1921","1921"
"Cymbaline","Cymbaline"
"Tudo Passará","Tudo Passará"
"Eu Tenho Medo","Eu Tenho Medo"
"Tell Me That It Isn't True","Tell Me That It Isn't True"
"Âncora do Amor","Âncora do Amor"
"Will The Circle Be Unbroken","Will The Circle Be Unbroken"
"Brown Eyed Handsome Man","Brown Eyed Handsome Man"
"Birds","Birds"
"Station Man","Station Man"
"Loose","Loose"
"My Father's Gun","My Father's Gun"
"I'm A Rocker","I'm A Rocker"
"Riki Tiki Tavi","Riki Tiki Tavi"
"Bartender's Blues","Bartender's Blues"
"Running Away","Running Away"
"I Believe in You","I Believe in You"
"Kinderfeld","Kinderfeld"
"Restitui","Restitui"
"Always","Always"
"Sopra Espírito","Sopra Espírito"
"My House","My House"
"Beber, Beber","Beber, Beber"
"Falling Again","Falling Again"
"Wish You Could Be Me","Wish You Could Be Me"
"Matemática","Matemática"
"Eu Quero Ser Feliz Agora","Eu Quero Ser Feliz Agora"
"Kill You","Kill You"
"Rocky","Rocky"
"I'm Leaving You","I'm Leaving You"
"Candy Everybody Wants","Candy Everybody Wants"
"Cristina","Cristina"
"Cripple Creek Ferry","Cripple Creek Ferry"
"Poor Boy","Poor Boy"
"Reach Out And Touch (Somebody's Hand)","Reach Out And Touch (Somebody's Hand)"
"Ilegais","Ilegais"
"Gemini","Gemini"
"Still Smokin'","Still Smokin'"
"My Father's House","My Father's House"
"The Gun","The Gun"
"Cor De Rosa Choque","Cor De Rosa Choque"
"Serves You Right","Serves You Right"
"Since I Lost My Baby","Since I Lost My Baby"
"Devil's Child","Devil's Child"
"Catapult","Catapult"
"Rip It Up","Rip It Up"
"Little Queenie","Little Queenie"
"Estrela Maior","Estrela Maior"
"Set Up Shop","Set Up Shop"
"The Fat Man","The Fat Man"
"18 Til I Die","18 Til I Die"
"Hoje Eu Só Procuro A Minha Paz","Hoje Eu Só Procuro A Minha Paz"
"A Cada Dez Palavras","A Cada Dez Palavras"
"Aqui","Aqui"
"12 de Outubro","12 de Outubro"
"So Many People","So Many People"
"No More","No More"
"Homenzinho Torto","Homenzinho Torto"
"I Feel So Good Today","I Feel So Good Today"
"O Rosto de Cristo","O Rosto de Cristo"
"Já Era","Já Era"
"Home","Home"
"Apostas & Certezas","Apostas & Certezas"
"Casualty Of Love","Casualty Of Love"
"I'm Not A Punk","I'm Not A Punk"
"Periferia É Periferia","Periferia É Periferia"
"Wolf & I","Wolf & I"
"Ocean Spray","Ocean Spray"
"A Woman's Threat","A Woman's Threat"
"Fragile Heart","Fragile Heart"
"Quatro Estações","Quatro Estações"
"Não Quero Piedade","Não Quero Piedade"
"Deus do Impossível","Deus do Impossível"
"Friends","Friends"
"Tarde Demais","Tarde Demais"
"Startin'","Startin'"
"A Mulher Em Mim","A Mulher Em Mim"
"You Make Me Feel","You Make Me Feel"
"Um Dia de Domingo","Um Dia de Domingo"
"Eu Vou Seguir","Eu Vou Seguir"
"Guayaquil","Guayaquil"
"We Are One","We Are One"
"Waiting For The Night","Waiting For The Night"
"Psychobabble","Psychobabble"
"Yalla","Yalla"
"Eraser","Eraser"
"I Want You","I Want You"
"Pensando Em Você","Pensando Em Você"
"Toma Meu Coração","Toma Meu Coração"
"Escravos de Jó","Escravos de Jó"
"O Bom Rapaz","O Bom Rapaz"
"Machete","Machete"
"I'm A Legend Tonight","I'm A Legend Tonight"
"The Unforgettable Fire","The Unforgettable Fire"
"Capim","Capim"
"Królowa Nocy","Królowa Nocy"
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)","Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)"
"Stardog Champion","Stardog Champion"
"W.T.Y.D.","W.T.Y.D."
"Funky Drummer","Funky Drummer"
"Bob Dylan's 115th Dream","Bob Dylan's 115th Dream"
"A Change Is Gonna Come","A Change Is Gonna Come"
"Red Mosquito","Red Mosquito"
"My Generation","My Generation"
"Universal Soldier","Universal Soldier"
"Who Wants To Live Forever","Who Wants To Live Forever"
"Forever Young","Forever Young"
"Blue Savannah","Blue Savannah"
"Wooden Jesus","Wooden Jesus"
"So Far Away","So Far Away"
"Come Home","Come Home"
"Can't Live Without You","Can't Live Without You"
"Aquele Frevo Axé","Aquele Frevo Axé"
"Eu Te Amo","Eu Te Amo"
"Bring It On Home To Me","Bring It On Home To Me"
"Better Days","Better Days"
"Burger Queen","Burger Queen"
"Mind Power","Mind Power"
"Angeles","Angeles"
"Destiny Calling","Destiny Calling"
"Don't Pick It Up","Don't Pick It Up"
"Same Size Feet","Same Size Feet"
"Party Your Body","Party Your Body"
"In My Eyes","In My Eyes"
"Underground","Underground"
"Still Rainin'","Still Rainin'"
"Lonesome Tears","Lonesome Tears"
"Flaming","Flaming"
"Underneath The Sky","Underneath The Sky"
"Wear Your Love Like Heaven","Wear Your Love Like Heaven"
"Love Don't Live Here Anymore","Love Don't Live Here Anymore"
"Unwed Fathers","Unwed Fathers"
"Green Hell","Green Hell"
"Lions","Lions"
"Lozin' Must","Lozin' Must"
"Inside","Inside"
"The World We Knew (Over And Over)","The World We Knew (Over And Over)"
"Know It All","Know It All"
"Acid Queen","Acid Queen"
"Crossover","Crossover"
"Suck","Suck"
"Throb","Throb"
"The Cause","The Cause"
"Bluebird","Bluebird"
"Perfect Government","Perfect Government"
"Dig","Dig"
"Do You Know (What It Takes)","Do You Know (What It Takes)"
"Do You Feel Loved","Do You Feel Loved"
"Punk Rawk Show","Punk Rawk Show"
"Junkie Man","Junkie Man"
"Blood Brothers","Blood Brothers"
"Loucura","Loucura"
"Faz Amor Comigo","Faz Amor Comigo"
"Magic Touch","Magic Touch"
"Realce","Realce"
"Die Monster Die","Die Monster Die"
"Gonna Raise Hell","Gonna Raise Hell"
"Fiend Club","Fiend Club"
"Tie Goes To The Runner","Tie Goes To The Runner"
